date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:52:21	87553/87553	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2215601-6692d9c1-213adeeb31e0966e;br%22	https://beautyring.info/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/wp-includes/js/jquery/jquery.minf43b.js	(from https://beautyring.info/)
18:52:22	13577/13577	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%223509-6692d9c1-56c90955429bae6b;br%22	https://beautyring.info/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://beautyring.info/)
18:52:23	69627/69627	---MCZ	200	added ('OK')	application/json	date:Wed,%2007%20Aug%202024%2022:52:22%20GMT	https://beautyring.info/wp-json/wp/v2/pages/113618	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/wp-json/wp/v2/pages/113618.json	(from https://beautyring.info/)
18:52:23	4965/4965	---MCZ	403	error ('Forbidden')	text/html	date:Wed,%2007%20Aug%202024%2022:52:23%20GMT	https://beautyring.info/xmlrpc.php?rsd	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/xmlrpc0db0.php	(from https://beautyring.info/)
18:52:24	251809/251809	---MCZ	200	added ('OK')	application/json	etag:W/%221916236-1723071143;br%22	https://beautyring.info/wp-json/	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/wp-json/index.html	(from https://beautyring.info/)
18:52:25	2112/2112	---MCZ	200	added ('OK')	application/json	etag:W/%221916237-1723071144;br%22	https://beautyring.info/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbeautyring.info%2F	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/wp-json/oembed/1.0/embed1ce5.json	(from https://beautyring.info/)
18:52:26	2271/2271	---MCZ	200	added ('OK')	text/xml	etag:W/%221916238-1723071145;br%22	https://beautyring.info/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbeautyring.info%2F&format=xml	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/wp-json/oembed/1.0/embed1b8d	(from https://beautyring.info/)
18:52:26	93793/93793	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2007%20Aug%202024%2022:52:26%20GMT	https://beautyring.info/wp-content/uploads/2023/03/6.jpg	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/wp-content/uploads/2023/03/6.jpg	(from https://beautyring.info/)
18:52:27	2989/2989	---M--	200	added ('OK')	image/jpeg	etag:%22bad-64359f72-f33d00670c00896e;;;%22	https://beautyring.info/wp-content/uploads/2023/04/beautyring-150x150.jpeg	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/wp-content/uploads/2023/04/beautyring-150x150.jpg	(from https://beautyring.info/)
18:52:28	18106/18106	---M--	200	added ('OK')	image/webp	etag:%2246ba-64359f63-aed1f912475d71ba;;;%22	https://beautyring.info/wp-content/uploads/2023/04/beautyring-tr-logo.png.webp	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/wp-content/uploads/2023/04/beautyring-tr-logo.png.webp	(from https://beautyring.info/)
18:52:29	114238/114238	---MCZ	200	added ('OK')	text/html	date:Wed,%2007%20Aug%202024%2022:52:29%20GMT	https://beautyring.info/category/beauty/	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/category/beauty/index.html	(from https://beautyring.info/)
18:52:29	113570/113570	---MCZ	200	added ('OK')	text/html	date:Wed,%2007%20Aug%202024%2022:52:29%20GMT	https://beautyring.info/category/movies/	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/category/movies/index.html	(from https://beautyring.info/)
18:52:29	113903/113903	---MCZ	200	added ('OK')	text/html	date:Wed,%2007%20Aug%202024%2022:52:29%20GMT	https://beautyring.info/category/books/	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/category/books/index.html	(from https://beautyring.info/)
18:52:29	110624/110624	---MCZ	200	added ('OK')	text/html	date:Wed,%2007%20Aug%202024%2022:52:29%20GMT	https://beautyring.info/category/fashion/	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/category/fashion/index.html	(from https://beautyring.info/)
18:52:30	20206/20206	---M--	200	added ('OK')	image/png	etag:%224eee-64359f63-71f22786a1c6c107;;;%22	https://beautyring.info/wp-content/uploads/2023/04/beautyring-tr-logo.png	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/wp-content/uploads/2023/04/beautyring-tr-logo.png	(from https://beautyring.info/)
18:52:32	29644/29644	---M--	200	added ('OK')	image/jpeg	etag:%2273cc-64059e4b-beb0e6116947df04;;;%22	https://beautyring.info/wp-content/uploads/2023/03/vuga-media-banner-big.jpeg	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/wp-content/uploads/2023/03/vuga-media-banner-big.jpg	(from https://beautyring.info/)
18:52:32	93576/93576	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2007%20Aug%202024%2022:52:32%20GMT	https://beautyring.info/beauty/tribute-space-keishas-korner-unveiled-at-salyersville-nursing-rehabilitation/	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/beauty/tribute-space-keishas-korner-unveiled-at-salyersville-nursing-rehabilitation/index.html	(from https://beautyring.info/)
18:52:32	114257/114257	---MCZ	200	added ('OK')	text/html	date:Wed,%2007%20Aug%202024%2022:52:31%20GMT	https://beautyring.info/category/hotels/	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/category/hotels/index.html	(from https://beautyring.info/)
18:52:32	93496/93496	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2007%20Aug%202024%2022:52:32%20GMT	https://beautyring.info/books/when-death-picks-favorites-sheds-light-on-the-human-side-of-the-war/	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/books/when-death-picks-favorites-sheds-light-on-the-human-side-of-the-war/index.html	(from https://beautyring.info/)
18:52:33	15853/15853	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%223ded-66a310e0-9bed198edb174532;br%22	https://beautyring.info/wp-content/plugins/ewww-image-optimizer/includes/lazysizes.min.js?ver=780	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/wp-content/plugins/ewww-image-optimizer/includes/lazysizes.minc38d.js	(from https://beautyring.info/)
18:52:34	93760/93760	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2007%20Aug%202024%2022:52:34%20GMT	https://beautyring.info/hotels/marriott-international-signs-agreement-with-zhong-an-commercial-group-to-bring-w-hotels-to-hangzhou/	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/hotels/marriott-international-signs-agreement-with-zhong-an-commercial-group-to-bring-w-hotels-to-hangzhou/index.html	(from https://beautyring.info/)
18:52:34	93248/93248	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2007%20Aug%202024%2022:52:34%20GMT	https://beautyring.info/fashion/genny-at-iff-porto-montenegro-2024/	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/fashion/genny-at-iff-porto-montenegro-2024/index.html	(from https://beautyring.info/)
18:52:34	93512/93512	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2007%20Aug%202024%2022:52:34%20GMT	https://beautyring.info/fashion/davids-bridal-debuts-the-8-dress-edit-little-white-dress-collection/	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/fashion/davids-bridal-debuts-the-8-dress-edit-little-white-dress-collection/index.html	(from https://beautyring.info/)
18:52:34	93872/93872	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2007%20Aug%202024%2022:52:35%20GMT	https://beautyring.info/beauty/face-yogi-updated-new-about-faceyogi-page-on-website-featuring-expert-introductions-faqs-and-video-demonstrations/	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/beauty/face-yogi-updated-new-about-faceyogi-page-on-website-featuring-expert-introductions-faqs-and-video-demonstrations/index.html	(from https://beautyring.info/)
18:52:35	4656/4656	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%221625-667f7805-600155390ebbf804;br%22	https://beautyring.info/wp-content/plugins/wp-external-links/public/js/wpel-front.js?ver=6.6.1	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/wp-content/plugins/wp-external-links/public/js/wpel-frontb6a4.js	(from https://beautyring.info/)
18:52:36	93856/93856	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2007%20Aug%202024%2022:52:36%20GMT	https://beautyring.info/movies/robert-gillings-creator-of-paper-empire-shares-expert-opinion-on-bitcoin-crash-calling-it-the-leaderless-leader/	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/movies/robert-gillings-creator-of-paper-empire-shares-expert-opinion-on-bitcoin-crash-calling-it-the-leaderless-leader/index.html	(from https://beautyring.info/)
18:52:36	93512/93512	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2007%20Aug%202024%2022:52:36%20GMT	https://beautyring.info/fashion/the-models-bootcamp-elevate-your-career-launches-first-ever-mission/	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/fashion/the-models-bootcamp-elevate-your-career-launches-first-ever-mission/index.html	(from https://beautyring.info/)
18:52:36	93360/93360	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2007%20Aug%202024%2022:52:36%20GMT	https://beautyring.info/fashion/lena-erziak-fw25-during-paris-haute-couture-week/	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/fashion/lena-erziak-fw25-during-paris-haute-couture-week/index.html	(from https://beautyring.info/)
18:52:36	93464/93464	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2007%20Aug%202024%2022:52:36%20GMT	https://beautyring.info/fashion/robert-abi-nader-couture-fw25-during-paris-haute-couture-week/	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/fashion/robert-abi-nader-couture-fw25-during-paris-haute-couture-week/index.html	(from https://beautyring.info/)
18:52:38	287166/287166	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22461be-6696abb7-be6139dbdaa1a156;br%22	https://beautyring.info/wp-content/plugins/td-composer/legacy/Newsmag/js/tagdiv_theme.min.js?ver=5.4.3	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/wp-content/plugins/td-composer/legacy/Newsmag/js/tagdiv_theme.min00d1.js	(from https://beautyring.info/)
18:52:38	93704/93704	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2007%20Aug%202024%2022:52:38%20GMT	https://beautyring.info/movies/meet-iconic-voice-star-david-kaye-this-weekend-at-uk-transformers-sci-fi-convention-tfnation/	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/movies/meet-iconic-voice-star-david-kaye-this-weekend-at-uk-transformers-sci-fi-convention-tfnation/index.html	(from https://beautyring.info/)
18:52:38	93464/93464	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2007%20Aug%202024%2022:52:38%20GMT	https://beautyring.info/movies/hip-hop-education-center-leads-the-way-for-community-archiving/	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/movies/hip-hop-education-center-leads-the-way-for-community-archiving/index.html	(from https://beautyring.info/)
18:52:38	93496/93496	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2007%20Aug%202024%2022:52:38%20GMT	https://beautyring.info/books/wesley-jusino-announces-the-upcoming-release-of-his-new-book-dangel/	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/books/wesley-jusino-announces-the-upcoming-release-of-his-new-book-dangel/index.html	(from https://beautyring.info/)
18:52:39	2981/2981	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22ba5-6692d9c1-69d24bab7020e154;br%22	https://beautyring.info/wp-includes/js/comment-reply.min.js?ver=6.6.1	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/wp-includes/js/comment-reply.minb6a4.js	(from https://beautyring.info/)
18:52:40	93624/93624	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2007%20Aug%202024%2022:52:40%20GMT	https://beautyring.info/hotels/violet-sky-rooftop-lounge-announces-six-finalists-for-the-violet-sky-mural-project/	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/hotels/violet-sky-rooftop-lounge-announces-six-finalists-for-the-violet-sky-mural-project/index.html	(from https://beautyring.info/)
18:52:40	93640/93640	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2007%20Aug%202024%2022:52:40%20GMT	https://beautyring.info/hotels/historic-inverness-denver-golf-course-celebrates-50th-anniversary-with-golf-shootout/	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/hotels/historic-inverness-denver-golf-course-celebrates-50th-anniversary-with-golf-shootout/index.html	(from https://beautyring.info/)
18:52:40	93672/93672	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2007%20Aug%202024%2022:52:40%20GMT	https://beautyring.info/beauty/celebrating-black-business-month-lace-layers-journey-from-alopecia-to-nationwide-success/	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/beauty/celebrating-black-business-month-lace-layers-journey-from-alopecia-to-nationwide-success/index.html	(from https://beautyring.info/)
18:52:40	93504/93504	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2007%20Aug%202024%2022:52:40%20GMT	https://beautyring.info/hotels/diamondrock-hospitality-company-reports-second-quarter-2024-results/	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/hotels/diamondrock-hospitality-company-reports-second-quarter-2024-results/index.html	(from https://beautyring.info/)
18:52:41	12332/12332	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266b1f8c4-302c%22	https://beautyring.info/cdn-cgi/scripts/7d0fa10a/cloudflare-static/rocket-loader.min.js	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/cdn-cgi/scripts/7d0fa10a/cloudflare-static/rocket-loader.min.js	(from https://beautyring.info/)
18:52:44	115144/115144	---MCZ	200	added ('OK')	text/html	date:Wed,%2007%20Aug%202024%2022:52:42%20GMT	https://beautyring.info/page/2/	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/page/2/index.html	(from https://beautyring.info/)
18:52:44	103385/103385	---MCZ	200	added ('OK')	text/html	date:Wed,%2007%20Aug%202024%2022:52:42%20GMT	https://beautyring.info/page/1835/	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/page/1835/index.html	(from https://beautyring.info/)
18:52:44	93296/93296	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2007%20Aug%202024%2022:52:42%20GMT	https://beautyring.info/beauty/isilumko-staffing-celebrates-womens-month/	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/beauty/isilumko-staffing-celebrates-womens-month/index.html	(from https://beautyring.info/)
18:52:44	115040/115040	---MCZ	200	added ('OK')	text/html	date:Wed,%2007%20Aug%202024%2022:52:43%20GMT	https://beautyring.info/page/3/	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/page/3/index.html	(from https://beautyring.info/)
18:52:44	20063/20063	---M--	200	added ('OK')	image/png	etag:%224e5f-6696abb7-bc41fdf3de261895;;;%22	https://beautyring.info/wp-content/plugins/td-composer/legacy/Newsmag/assets/images/sprite/weather/clear-sky-d.png	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/wp-content/plugins/td-composer/legacy/Newsmag/assets/images/sprite/weather/clear-sky-d.png	(from https://beautyring.info/wp-content/plugins/td-composer/legacy/Newsmag/assets/css/td_legacy_main.css?ver=e5fcc38395b0030bac3ad179898970d6)
18:52:45	14147/14147	---M--	200	added ('OK')	image/png	etag:%223743-6696abb7-c4fe67f233ac58e0;;;%22	https://beautyring.info/wp-content/plugins/td-composer/legacy/Newsmag/assets/images/sprite/weather/clear-sky-n.png	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/wp-content/plugins/td-composer/legacy/Newsmag/assets/images/sprite/weather/clear-sky-n.png	(from https://beautyring.info/wp-content/plugins/td-composer/legacy/Newsmag/assets/css/td_legacy_main.css?ver=e5fcc38395b0030bac3ad179898970d6)
18:52:46	16262/16262	---M--	200	added ('OK')	image/png	etag:%223f86-6696abb7-1f1f66bc3bdfa156;;;%22	https://beautyring.info/wp-content/plugins/td-composer/legacy/Newsmag/assets/images/sprite/weather/few-clouds-d.png	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/wp-content/plugins/td-composer/legacy/Newsmag/assets/images/sprite/weather/few-clouds-d.png	(from https://beautyring.info/wp-content/plugins/td-composer/legacy/Newsmag/assets/css/td_legacy_main.css?ver=e5fcc38395b0030bac3ad179898970d6)
18:52:47	15671/15671	---M--	200	added ('OK')	image/png	etag:%223d37-6696abb7-490ac792c72bb53;;;%22	https://beautyring.info/wp-content/plugins/td-composer/legacy/Newsmag/assets/images/sprite/weather/few-clouds-n.png	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/wp-content/plugins/td-composer/legacy/Newsmag/assets/images/sprite/weather/few-clouds-n.png	(from https://beautyring.info/wp-content/plugins/td-composer/legacy/Newsmag/assets/css/td_legacy_main.css?ver=e5fcc38395b0030bac3ad179898970d6)
18:52:48	19374/19374	---M--	200	added ('OK')	image/png	etag:%224bae-6696abb7-3c51bec018c810b7;;;%22	https://beautyring.info/wp-content/plugins/td-composer/legacy/Newsmag/assets/images/sprite/weather/scattered-clouds-d.png	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/wp-content/plugins/td-composer/legacy/Newsmag/assets/images/sprite/weather/scattered-clouds-d.png	(from https://beautyring.info/wp-content/plugins/td-composer/legacy/Newsmag/assets/css/td_legacy_main.css?ver=e5fcc38395b0030bac3ad179898970d6)
18:52:49	20140/20140	---M--	200	added ('OK')	image/png	etag:%224eac-6696abb7-f853515559546907;;;%22	https://beautyring.info/wp-content/plugins/td-composer/legacy/Newsmag/assets/images/sprite/weather/scattered-clouds-n.png	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/wp-content/plugins/td-composer/legacy/Newsmag/assets/images/sprite/weather/scattered-clouds-n.png	(from https://beautyring.info/wp-content/plugins/td-composer/legacy/Newsmag/assets/css/td_legacy_main.css?ver=e5fcc38395b0030bac3ad179898970d6)
18:52:50	20241/20241	---M--	200	added ('OK')	image/png	etag:%224f11-6696abb7-28bad388290483c9;;;%22	https://beautyring.info/wp-content/plugins/td-composer/legacy/Newsmag/assets/images/sprite/weather/broken-clouds-d.png	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/wp-content/plugins/td-composer/legacy/Newsmag/assets/images/sprite/weather/broken-clouds-d.png	(from https://beautyring.info/wp-content/plugins/td-composer/legacy/Newsmag/assets/css/td_legacy_main.css?ver=e5fcc38395b0030bac3ad179898970d6)
18:52:51	20115/20115	---M--	200	added ('OK')	image/png	etag:%224e93-6696abb7-a62d6a5595cb441e;;;%22	https://beautyring.info/wp-content/plugins/td-composer/legacy/Newsmag/assets/images/sprite/weather/broken-clouds-n.png	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/wp-content/plugins/td-composer/legacy/Newsmag/assets/images/sprite/weather/broken-clouds-n.png	(from https://beautyring.info/wp-content/plugins/td-composer/legacy/Newsmag/assets/css/td_legacy_main.css?ver=e5fcc38395b0030bac3ad179898970d6)
18:52:52	14450/14450	---M--	200	added ('OK')	image/png	etag:%223872-6696abb7-a490c221e65d108c;;;%22	https://beautyring.info/wp-content/plugins/td-composer/legacy/Newsmag/assets/images/sprite/weather/shower-rain-d.png	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/wp-content/plugins/td-composer/legacy/Newsmag/assets/images/sprite/weather/shower-rain-d.png	(from https://beautyring.info/wp-content/plugins/td-composer/legacy/Newsmag/assets/css/td_legacy_main.css?ver=e5fcc38395b0030bac3ad179898970d6)
18:52:53	17359/17359	---M--	200	added ('OK')	image/png	etag:%2243cf-6696abb7-8c68c07fc00ec6c4;;;%22	https://beautyring.info/wp-content/plugins/td-composer/legacy/Newsmag/assets/images/sprite/weather/shower-rain-n.png	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/wp-content/plugins/td-composer/legacy/Newsmag/assets/images/sprite/weather/shower-rain-n.png	(from https://beautyring.info/wp-content/plugins/td-composer/legacy/Newsmag/assets/css/td_legacy_main.css?ver=e5fcc38395b0030bac3ad179898970d6)
18:52:54	11914/11914	---M--	200	added ('OK')	image/png	etag:%222e8a-6696abb7-66d923702d6bac17;;;%22	https://beautyring.info/wp-content/plugins/td-composer/legacy/Newsmag/assets/images/sprite/weather/rain-d.png	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/wp-content/plugins/td-composer/legacy/Newsmag/assets/images/sprite/weather/rain-d.png	(from https://beautyring.info/wp-content/plugins/td-composer/legacy/Newsmag/assets/css/td_legacy_main.css?ver=e5fcc38395b0030bac3ad179898970d6)
18:52:55	15411/15411	---M--	200	added ('OK')	image/png	etag:%223c33-6696abb7-a7092fa73892fbef;;;%22	https://beautyring.info/wp-content/plugins/td-composer/legacy/Newsmag/assets/images/sprite/weather/rain-n.png	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/wp-content/plugins/td-composer/legacy/Newsmag/assets/images/sprite/weather/rain-n.png	(from https://beautyring.info/wp-content/plugins/td-composer/legacy/Newsmag/assets/css/td_legacy_main.css?ver=e5fcc38395b0030bac3ad179898970d6)
